22.081074,108033.19,3980.746,2986.0537,0.07151648,0.07120985,6.9315214,222.41612,60111.465,4063.3538,119070.086,3385.4146,7812.438,39604.406,9.11E-09,1.88E-08
22.061314,107884.93,3031.5737,3422.9534,0.06869452,0.05771574,8.291766,146.50963,51624.926,4142.232,128419.16,3351.8848,100952.914,29485.465,1.08E-08,8.87E-09
22.881508,97488.78,3460.6904,2208.0308,0.034581058,0.061823137,7.7791343,141.45769,89968.18,4049.1064,114718.664,5115.208,5964.728,43419.844,1.05E-08,1.80E-08
57.34598,96508.6,3682.5403,2406.0894,0.03134673,0.041681387,10.640837,168.63564,39281.664,5284.0986,154319.47,2165.3875,42130.418,32500.117,1.14E-08,1.24E-08
12.673212,89126.41,4704.9897,2477.9075,0.02060406,0.07000536,5.229652,127.780945,44145.016,6123.591,144892.88,7186.8467,6344.9526,35184.766,1.11E-08,1.70E-08
34.675137,124578.91,2353.6216,2731.1394,0.026515504,0.019677931,22.153189,115.90042,38383.785,3086.9175,195385.84,2467.026,35379.082,40016.832,7.93E-09,1.49E-08
25.748775,73310.234,4235.228,3791.6182,0.021435387,0.034845218,20.077873,78.497604,28207.738,5902.3926,105452.53,2323.494,69933.44,23164.34,1.57E-08,9.35E-09
19.660982,130546.125,4737.322,2505.1052,0.025314154,0.024444127,34.39164,43.117004,28762.63,5509.7686,158029.67,2941.9973,20391.717,34142.08,7.78E-09,1.19E-08
13.686269,89614.695,10118.081,3356.0398,0.08950632,0.06862302,6.582604,128.66911,305467.47,11372.983,105280.695,5168.3374,52862.94,39326.008,1.07E-08,1.30E-08
29.499905,79363.93,4502.336,4159.2573,0.047029406,0.076439925,9.364303,66.34697,76433.83,7279.3965,69538.33,9869.229,12604.037,32635.441,1.16E-08,1.13E-08
34.91151,55192.688,2991.595,3818.6274,0.059651665,0.023784252,19.020836,123.882324,101530.57,3497.779,92618.125,5471.9087,10147.322,19226.617,1.74E-08,1.45E-08
12.750442,61898.535,6927.1753,2517.1619,0.033934712,0.028727196,16.512487,31.962164,77868.695,7512.124,71727.375,2778.7969,10902.623,21271.19,1.71E-08,2.06E-08
21.93797,114232.96,2752.372,2658.8887,0.044668023,0.060701832,6.0394797,398.88348,53717.586,4194.51,152303.56,2944.424,26983.271,32544.44,9.05E-09,1.71E-08
17.02556,69823.62,5369.6304,2852.7466,0.033305995,0.02420761,19.554567,107.16553,93322.64,7000.26,82447.48,2925.468,16422.498,22227.502,1.61E-08,1.65E-08
22.315443,54489.152,5302.1855,2083.6367,0.084400654,0.024781194,23.839098,97.68784,70420.45,7865.794,112720.28,1107.2434,118114.98,13319.133,2.18E-08,1.39E-08
17.510653,58160.492,3057.5864,3634.7917,0.06513274,0.07072197,7.5231223,93.91843,77543.07,5310.546,66839.1,4828.9517,15067.704,22354.479,1.74E-08,1.38E-08
18.906717,78637.65,4267.196,1518.3374,0.0852198,0.07163474,5.8156896,102.882675,40140.824,5381.7603,105044.516,2053.6777,18391.643,24320.625,1.27E-08,1.56E-08
32.48318,164260.16,6296.7886,3083.1487,0.032673392,0.024959091,19.679426,73.95359,119129.266,5916.3013,188980.95,6022.447,14057.16,58961.055,7.34E-09,1.08E-08
10.443143,107402.24,5250.458,2608.4844,0.04542041,0.032410473,14.093316,52.365852,67039.164,6413.038,114896.48,2607.246,16760.959,40479,9.01E-09,1.32E-08
31.769888,190959.5,2981.1768,2384.3525,0.041744094,0.08659684,5.771277,224.75638,46892.69,3220.0688,313145.03,4574.184,11379.861,79558.08,5.62E-09,1.26E-08
32.725494,83561.15,4195.0176,2971.9978,0.06456991,0.033381622,14.26845,61.645065,26286.838,5204.6426,76971.03,6395.15,6097.0537,28915.994,1.16E-08,1.70E-08
20.998,53378.805,7390.787,3719.0403,0.025314478,0.017009249,27.647915,51.0475,84918.66,9918.056,57770.105,4584.6216,107104.28,19137.016,1.83E-08,1.06E-08
32.529076,153485.22,5331.976,3537.5588,0.028105622,0.01858402,25.75249,92.39681,80034.695,5328.8037,174894.05,2669.046,37110.496,44745.15,6.85E-09,1.12E-08
10.467275,121969.336,4593.607,2402.7986,0.06795551,0.041964818,18.499037,45.166943,75577.22,5536.0195,81613.31,3060.3428,56497.77,45306.67,8.31E-09,1.12E-08
45.502544,72166.58,2649.9324,3249.3528,0.025318017,0.028290307,20.140432,142.50856,54305.402,2915.5554,106215.57,4809.4146,10622.676,19840.473,1.41E-08,1.24E-08
25.899023,101209.04,5318.9233,3231.8796,0.048093345,0.014372559,24.24966,201.21677,88864.74,5150.0933,135180.64,2341.9038,65775,30261.822,1.03E-08,1.65E-08
6.073538,111364.99,3390.0732,3005.8337,0.014682936,0.039967682,11.662237,151.74225,62377.7,3932.0361,147514.66,3273.895,63057.457,36648.08,9.76E-09,1.68E-08
15.376015,98352.2,2217.2751,2106.9456,0.02493288,0.0382993,12.856946,50.867367,16632.11,2812.856,92027.61,2979.5156,25024.416,31081.795,9.43E-09,2.88E-08
13.964928,112449.07,7506.2085,1840.8584,0.011861145,0.0496837,9.922513,79.263405,146867.55,8213.148,154454.03,2505.588,10708.993,38918.105,8.52E-09,1.05E-08
22.04779,99459.74,3215.806,2857.6506,0.03504938,0.03496286,21.500874,41.253212,40511.246,4235.5996,132985.27,2794.2686,18960.043,36237.902,9.03E-09,1.19E-08
13.088008,80520.99,4226.3433,2586.1594,0.016834341,0.03175431,12.436624,103.703285,59970.324,4768.7485,125186.9,3239.9924,74532.2,25682.996,1.33E-08,1.28E-08
21.529902,54583.707,5019.577,3961.2964,0.07091669,0.02691928,14.88477,41.41961,45126.164,5911.214,64280.133,4584.0186,32587.33,15598.249,1.70E-08,1.79E-08
11.843545,77668.89,4959.858,1760.4518,0.037558965,0.039058767,15.011453,237.27122,39918.113,6157.104,81295.13,2745.7917,49965.83,23591.496,1.44E-08,1.61E-08
15.553321,92475.336,3311.0557,5328.1177,0.05369176,0.036646713,18.933313,69.63731,35040.91,4422.1177,127528.95,8768.62,16794.398,30674.068,1.05E-08,1.42E-08
15.80708,114142.13,3111.3064,1920.3545,0.009343852,0.038963165,11.469966,57.16274,63834.117,3586.622,148720.98,2426.073,15270.68,32082.293,1.03E-08,1.07E-08
