0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
15.699909,84935.67,2718.307,3019.4521,0.024535617,0.05878626,9.877666,134.5125,221148.58,2820.8933,84221.59,2200.0696,30098.83,31397.295,1.2422976e-08,2.0453564e-08
20.720121,61135.863,5418.4326,2827.8147,0.03384054,0.039700415,12.813517,163.35922,242867.05,5086.0073,45084.824,2855.621,10222.3545,27880.225,1.6964979e-08,1.31360505e-08
18.787544,70743.016,4062.439,2870.7385,0.049520776,0.043734286,14.475336,148.89873,213323.69,3917.2295,62362.777,2995.966,8415.113,28580.828,1.5597127e-08,1.1841454e-08
11.529386,124036.07,2512.7654,2026.6038,0.04216267,0.05987987,9.90274,95.29236,137268.98,2578.958,124146.266,2566.238,5558.673,52797.34,8.098677e-09,1.3688778e-08
23.661587,131163.36,6285.4136,2415.8533,0.030224698,0.06332786,8.849203,89.2037,331039.0,5776.402,106159.87,2014.5208,15036.982,59593.41,7.0735533e-09,1.1667635e-08
14.903456,82437.414,5002.216,2200.5627,0.022140644,0.05864527,10.370519,105.34828,194038.84,5386.165,83369.72,2234.1987,10890.412,31829.318,1.2662949e-08,7.567091e-09
25.880651,62311.055,8372.799,1933.0677,0.012597665,0.03415866,17.849558,72.96522,429979.47,8781.188,38085.695,2008.8882,101497.18,32169.363,1.6988357e-08,1.7571073e-08
5.8877373,139849.73,2974.7795,2300.2832,0.010705942,0.018022362,29.762615,61.51214,249907.31,3031.9033,129511.19,1919.0702,7499.8047,56755.26,6.74042e-09,1.2861968e-08
11.508362,139211.16,2184.7563,3865.6892,0.015655905,0.027144702,18.857737,88.08422,132850.03,2195.8208,135222.3,2916.687,17036.566,53104.41,7.500302e-09,9.870534e-09
30.756054,95052.695,5973.552,3077.9753,0.027512472,0.04781952,11.399552,159.85016,321230.88,5655.6025,76826.64,3790.7034,16354.964,43712.504,1.0269899e-08,1.2031028e-08
17.978092,123437.67,3680.518,4369.9185,0.039013665,0.03400696,19.788029,35.951633,157782.25,3442.96,112406.08,3866.4524,17434.756,50840.938,7.583461e-09,1.8242229e-08
10.76406,92995.52,4641.4517,3324.4082,0.018292064,0.038687434,12.318726,80.29531,223478.39,4331.2046,83741.92,4114.7183,7806.2856,44450.402,9.5547215e-09,1.1479254e-08
16.745264,57365.87,2928.7075,1908.5054,0.01922004,0.059293184,12.717316,93.99302,152928.53,2727.2092,51518.64,2482.333,3843.2004,26369.848,1.7824407e-08,1.1767873e-08
18.163551,104041.63,2234.0518,3243.653,0.05207146,0.05677039,10.148441,22.717522,92995.08,2427.514,110770.86,1322.0405,134556.06,36529.125,1.1066222e-08,1.0473613e-08
22.211493,125424.83,4235.9956,2397.596,0.05665664,0.031718843,13.887235,77.420105,211367.69,3971.8804,131134.33,3538.0884,3502.222,62293.406,7.049202e-09,2.2011085e-08
21.427454,121586.086,4231.4087,2413.4653,0.023698954,0.021343466,19.15516,221.05566,251374.23,4202.3096,117617.35,1537.582,102627.99,46981.992,8.106575e-09,1.6759339e-08
15.664768,95477.34,3700.396,2205.4587,0.027659409,0.034866042,14.206138,41.830753,720948.0,4245.107,121575.42,3629.7546,5250.8335,34915.99,1.1027053e-08,1.490996e-08
25.678177,123063.66,5916.7866,2059.778,0.044483125,0.048896253,10.997305,118.026695,391367.84,5929.5244,101919.3,3080.057,19028.68,55552.043,7.66918e-09,1.7826345e-08
28.10477,81627.79,3304.1384,3496.6753,0.13045202,0.054818366,9.236302,172.785,168332.61,2945.0488,63926.902,5126.474,14539.9,34032.914,1.3006781e-08,1.1266978e-08
18.172812,61438.688,4567.9243,3262.4656,0.027346594,0.10455566,5.9169245,329.47458,237818.92,4152.151,52392.51,3126.4612,11134.539,25625.43,1.803173e-08,1.4172555e-08
20.826715,108749.336,4584.9497,3209.149,0.051020727,0.03701715,19.684273,183.82855,165510.27,4402.907,109460.51,1431.7915,16426.148,39120.797,9.619912e-09,1.6696706e-08
34.048824,107775.09,5861.3486,2940.63,0.083213195,0.046678092,9.617436,97.54666,305377.47,5262.459,92726.125,2449.2705,37779.69,44448.246,9.231127e-09,2.3660254e-08
26.057936,56892.582,4015.11,3228.3987,0.027287979,0.028501553,19.33943,60.665302,229257.66,4083.6555,52457.91,3844.6375,7207.0933,24142.318,1.9339799e-08,1.3142518e-08
15.895401,149461.33,4697.9688,3174.1548,0.04401891,0.037246358,16.156578,75.267166,402742.84,4528.7163,139718.97,1509.3921,44283.78,60356.227,6.710109e-09,1.2474191e-08
7.2806964,106751.04,4308.2295,3194.6873,0.028216634,0.05586808,10.470782,247.59766,276189.1,3794.255,84091.81,2608.5803,19570.24,45679.438,9.059334e-09,1.5041783e-08
29.385548,131373.8,4005.3616,5007.6763,0.026899412,0.03787387,13.542844,221.74083,155651.92,3495.9846,132105.86,3692.4922,85688.984,51409.293,7.2709843e-09,1.4654464e-08
63.11626,105752.95,4194.6855,5858.817,0.027428072,0.024158956,23.519974,142.46284,234736.42,4020.1562,95658.53,3817.0764,118717.34,41185.836,9.284259e-09,1.428333e-08
21.382107,102593.055,4594.163,3133.6758,0.029959818,0.037647024,18.255707,123.40189,171382.94,4158.1343,121082.85,2877.1245,9330.445,40264.668,1.0250544e-08,1.5114658e-08
18.62552,80143.07,3030.585,4398.7314,0.015689138,0.054431334,7.921917,81.948746,223055.53,3004.9712,65783.15,4274.0464,42689.28,31809.746,1.404591e-08,1.7324579e-08
21.043049,115540.16,6436.0454,2912.3416,0.013376738,0.045302715,15.2338505,109.82511,715825.5,6217.8823,99397.54,2410.246,8915.994,50780.47,8.534043e-09,1.2641157e-08
33.463184,141189.69,6517.876,3891.263,0.08321589,0.040336672,11.082787,113.519714,371602.72,6137.336,125863.87,4067.8745,13090.137,64981.67,6.404345e-09,1.6726478e-08
11.611198,131179.86,2927.754,2127.2034,0.015803838,0.01780566,29.954424,57.73215,321207.9,3002.9973,129723.55,1409.1057,8342.551,53007.87,7.522509e-09,9.770863e-09
13.741415,79829.79,4179.6514,2740.552,0.052803017,0.048971575,8.2421465,52.21846,139890.28,4448.0317,88120.82,5432.0347,4119.395,33724.91,1.2587479e-08,1.9600305e-08
52.75103,96556.47,4785.198,4887.9243,0.053327583,0.05712246,13.678241,233.26578,219365.45,4383.179,83800.24,3395.9722,166778.8,41503.953,1.02219415e-08,1.435598e-08
44.762527,125433.445,5485.4414,3073.238,0.06917859,0.033612512,13.434641,135.83377,227984.58,5663.6445,115871.74,2957.234,9292.89,55037.367,7.2496995e-09,1.9537524e-08
16.761505,97521.414,5111.3164,3262.4595,0.010141336,0.018492216,30.107403,163.77205,336403.8,4664.9,78035.81,1344.7916,75767.88,38279.6,1.0166235e-08,2.0416927e-08
25.22289,105503.74,2396.1216,2761.7498,0.04807937,0.02818743,14.326473,151.96463,85874.68,2597.039,107951.31,2724.3472,20662.588,37803.44,1.0086948e-08,1.5200698e-08
83.52023,138172.33,3434.6006,2097.878,0.04297317,0.025725523,18.030657,60.749657,179602.64,3501.223,154695.2,2115.4238,7111.0063,58640.3,7.1230106e-09,1.0481147e-08
