0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
16.188992,81421.445,2897.8298,2929.8447,0.02832097,0.05873186,10.345251,144.69658,172645.97,2926.2454,84318.11,2036.2651,34198.11,33408.082,1.2572161e-08,2.0579291e-08
20.999842,57071.902,5872.075,2751.6519,0.035998218,0.035753224,14.381802,172.63945,193005.5,5506.4487,43912.64,3022.6694,13514.073,30546.037,1.6333844e-08,1.2873288e-08
19.135595,66600.1,4294.6016,2794.3862,0.054640196,0.03929847,15.937296,157.61244,169462.39,4102.232,62108.574,3225.5046,10518.646,30727.973,1.5489098e-08,1.1737143e-08
12.005738,118461.15,2692.6682,1922.4352,0.04466217,0.057542786,9.745239,97.26279,110910.234,2605.5427,130747.49,3105.8445,5885.7812,56708.6,8.264625e-09,1.316568e-08
24.501104,129985.65,6984.543,2222.5273,0.032299582,0.059906725,9.025221,93.9021,266770.72,6277.4507,106318.73,1978.2255,16353.566,65370.45,6.82724e-09,1.1358858e-08
14.810848,79741.94,5596.328,2123.8196,0.023029178,0.05519467,11.002627,111.132774,157442.66,6080.0034,88762.35,2336.6367,13794.446,33120.043,1.2577428e-08,8.105897e-09
25.887495,58599.195,9605.564,1842.7472,0.013102016,0.03142369,19.445284,80.23461,345967.72,9952.066,34310.492,2003.3882,155832.19,33860.11,1.6344028e-08,1.7996351e-08
5.6241856,155458.3,3092.6565,2239.6077,0.011641909,0.01780089,29.87538,59.859745,205783.16,3144.4167,153971.0,1775.1228,11669.669,66517.3,6.2494467e-09,1.3515111e-08
11.709307,143586.42,2273.141,3787.5967,0.017914593,0.024374377,19.643269,91.57619,113146.96,2248.9778,149124.7,2922.3704,21491.55,59471.973,7.5286115e-09,1.0207252e-08
32.148872,92012.92,6561.774,2915.7375,0.029164366,0.04371885,12.076708,171.65244,264093.34,6090.59,76904.45,4112.993,16062.754,50429.715,9.756395e-09,1.1810112e-08
18.491846,129194.86,3885.7146,4269.133,0.039829616,0.03137665,20.920721,35.653137,125056.77,3549.9797,126087.66,3476.948,27805.352,55514.707,7.2539654e-09,1.9493642e-08
10.939777,92395.984,4956.849,3288.702,0.019600632,0.034576677,13.387865,81.08527,185339.83,4562.8853,90346.72,3876.7983,10102.03,48838.17,9.133492e-09,1.14772885e-08
16.260286,53226.766,3066.289,1848.7343,0.018612582,0.053016137,13.853519,98.280975,114341.56,2844.806,51251.617,2707.4233,5505.893,27183.816,1.8432981e-08,1.1836118e-08
19.452251,96531.85,2327.4575,3040.7715,0.05654188,0.052809954,10.45982,24.334745,77301.07,2443.2046,106207.664,1220.1729,127987.39,35308.133,1.2297275e-08,1.0416647e-08
22.337639,124993.76,4479.062,2278.2053,0.054526936,0.03067938,13.893995,77.37317,166210.42,4063.9832,143213.39,3758.8047,3853.5076,66662.05,6.9242856e-09,2.3447484e-08
21.502935,120370.59,4567.1094,2276.629,0.02657722,0.020927869,19.228659,230.63498,211833.47,4487.1772,125756.49,1431.6136,154048.56,49468.457,8.192993e-09,1.7558348e-08
15.575253,98288.33,3883.626,2133.6812,0.02865224,0.033798277,14.865763,41.930344,587931.06,4408.9707,134036.44,3937.7788,6239.684,38482.965,1.0658009e-08,1.5363344e-08
27.053074,121173.52,6594.9565,1890.2228,0.04956892,0.047369085,11.0123415,122.80831,324711.84,6453.3203,100271.9,3220.1733,20501.236,60177.27,7.3960558e-09,1.764327e-08
29.160305,75077.61,3518.0112,3311.0808,0.1355263,0.05156276,9.726554,185.77776,134515.92,3037.5308,61438.39,5894.45,13909.772,36717.78,1.3267889e-08,1.0854681e-08
18.289757,56182.65,4973.7188,3199.5996,0.030311754,0.1068256,6.115871,361.08752,175777.53,4608.316,54497.324,3278.42,12046.572,27075.64,1.858607e-08,1.3349155e-08
21.274065,109141.02,4792.445,3069.3716,0.05832568,0.034790844,20.577042,188.49474,128984.1,4530.678,119849.65,1356.8802,21436.623,42652.152,9.439724e-09,1.7295193e-08
35.75723,105046.49,6667.6904,2707.5864,0.09034143,0.04695096,9.406869,103.4029,239031.7,5952.234,96190.49,2417.1433,35286.184,48162.438,8.944116e-09,2.290812e-08
26.642893,54675.35,4227.7354,3194.8098,0.026808098,0.024866248,21.606712,61.28062,183509.84,4280.9175,53247.2,3624.978,10592.527,25306.44,1.900028e-08,1.3145705e-08
16.580624,160773.45,4981.1504,2952.4202,0.052012026,0.03548461,16.033962,77.697525,326569.22,4637.68,147915.98,1430.0723,49212.594,70526.12,6.3342314e-09,1.2472164e-08
7.8444324,102563.91,4718.8677,3055.737,0.037192907,0.05441749,10.427135,261.00012,221018.83,4121.9653,85413.88,2616.3535,20053.21,50227.918,9.05548e-09,1.4404652e-08
30.27912,136702.03,4255.1177,4726.9204,0.029902304,0.035530295,13.356673,238.49011,121225.36,3668.6885,149543.67,3530.7412,96823.164,58022.766,7.018144e-09,1.4539264e-08
66.918915,106524.22,4265.6323,5557.1997,0.028919663,0.022725476,25.00323,156.11787,194476.38,4057.178,102630.82,3679.44,152358.64,46988.316,9.046565e-09,1.4665755e-08
21.939184,104585.52,4928.641,3025.6318,0.030702762,0.034854405,18.941114,126.668,138696.66,4350.178,142727.97,3028.88,10465.711,46739.773,9.783634e-09,1.5558152e-08
19.479218,74842.73,3221.689,4244.6807,0.016797917,0.05223439,8.53734,88.836105,168221.2,3190.0623,61425.004,4418.453,40856.49,32151.246,1.48507535e-08,1.6513349e-08
21.392395,117442.18,6964.9375,2759.0093,0.014268163,0.040508512,16.251547,112.98058,579343.5,6605.3306,100320.63,2363.1643,10207.199,57393.266,8.191813e-09,1.264052e-08
34.43855,145322.88,7070.792,3607.5396,0.08635651,0.038560707,10.903516,120.3966,288838.75,6558.176,136383.56,4080.8726,13281.263,72337.74,6.1222303e-09,1.6089292e-08
11.400724,142154.42,2970.6396,2025.6449,0.01564857,0.016705653,31.484083,58.24546,295160.03,3031.495,149188.4,1396.006,12084.484,63218.707,7.016774e-09,1.0010959e-08
14.242011,74554.7,4534.8696,2691.987,0.052111015,0.04730939,8.370365,53.223198,109670.195,4829.05,96509.15,6108.2,4575.1763,34923.56,1.29893145e-08,1.9032413e-08
57.52647,92319.67,5071.723,4495.447,0.056623463,0.055483636,14.077128,251.6076,172105.58,4587.7524,82562.14,3337.732,170887.47,42528.344,1.0501947e-08,1.42004275e-08
44.34504,124521.305,5778.207,2889.4194,0.07032413,0.032178186,13.466776,140.69446,177775.48,5881.0913,120392.39,3028.3472,9900.624,60413.69,7.120868e-09,1.976589e-08
16.556692,95600.05,5425.909,3105.2612,0.013093975,0.018391965,31.109734,173.8243,281992.22,4955.926,78639.09,1202.1938,126994.38,40661.523,1.0189903e-08,2.290088e-08
25.208458,100988.01,2531.674,2644.806,0.048914872,0.026076805,14.969355,163.30911,70363.914,2676.0742,110405.95,2977.8118,22332.982,40566.742,1.0422958e-08,1.495485e-08
85.302765,146882.53,3545.167,1972.7401,0.042820472,0.022620652,19.503204,63.354546,147073.75,3456.8228,167315.67,2302.2732,8150.329,68128.76,6.687488e-09,1.0537166e-08
48.32936,121328.65,4220.5195,2338.651,0.091895424,0.049900256,9.486423,33.034252,295564.4,4313.536,141488.02,2666.8254,134148.83,46908.68,8.9117345e-09,2.1727505e-08
30.8571,148333.92,2392.9956,2120.577,0.037846364,0.022152444,21.378204,70.1452,180938.39,2605.658,151701.12,1991.2133,26106.793,54107.21,6.866298e-09,1.0549904e-08
10.40135,92055.05,3697.3354,3261.3076,0.062922314,0.09196731,4.0986967,125.551346,286052.56,3829.4001,155212.27,6405.536,5514.1733,53703.91,1.0734037e-08,1.0169836e-08
23.167547,68128.13,3240.9907,2967.9414,0.11805871,0.028520519,10.874231,175.70853,239432.44,3359.4802,56977.82,6056.0933,5378.943,38673.95,1.2818009e-08,9.420036e-09
20.887915,118818.875,6569.954,2491.4417,0.035804477,0.026461834,16.400368,96.909256,211689.2,7454.042,127961.875,1412.8312,123898.35,47624.133,8.699568e-09,1.1280655e-08
63.688446,72541.25,3569.644,2926.229,0.018764835,0.022152888,29.362951,191.12207,128214.73,3702.912,76468.03,3405.9517,34376.137,29690.398,1.45549235e-08,1.2859147e-08
15.97204,130585.3,5681.355,1941.0231,0.026696024,0.08667486,6.557116,148.98448,116907.78,6244.687,135781.62,2907.6428,6701.0938,56444.863,7.2082322e-09,1.2170263e-08
19.312105,73504.234,3608.473,3792.4333,0.0060639414,0.045979246,13.37618,202.85526,118750.3,3883.1096,73362.3,2611.1802,47743.945,27119.453,1.5146039e-08,1.00202175e-08
14.420835,127158.03,3920.0862,3108.5686,0.008495637,0.028640652,13.930879,43.644764,139654.52,3637.3413,121465.375,8373.635,5050.9707,66809.25,7.161904e-09,1.3721749e-08
31.022938,84333.445,5697.416,2905.368,0.06297598,0.03408793,16.265125,247.34897,165791.58,5435.1724,74006.51,2814.2146,22607.312,41054.46,1.1414781e-08,1.4467712e-08
14.722859,69900.42,4279.066,1390.5067,0.020885687,0.03145018,14.722871,231.78606,116526.87,4144.048,56206.07,1879.745,2474.9587,46988.12,1.2447126e-08,1.0467277e-08
40.4795,99206.42,2496.7231,2550.6538,0.05438589,0.048821066,14.482231,59.40272,105046.08,3114.863,113347.52,3123.3906,10960.101,41158.863,9.824654e-09,1.0805829e-08
9.330044,194232.02,3928.677,4076.6765,0.054272454,0.0393753,13.2069235,28.174103,266342.9,3496.3506,194743.22,2231.3462,78790.35,79190.99,5.2612745e-09,1.4271983e-08
15.106726,101241.41,1834.204,2333.9746,0.009883177,0.05234651,13.317505,69.47662,46101.992,2536.0283,116632.54,2055.1438,8930.37,37209.625,9.59912e-09,2.6903844e-08
63.656677,85561.06,4603.8384,2827.9944,0.026300713,0.03143754,13.492942,119.03776,228992.6,4444.997,65221.504,2682.3057,78033.27,35432.004,1.1619846e-08,1.1111179e-08
5.0779424,139274.23,2307.029,4451.531,0.07224977,0.1385327,3.3818998,69.38477,140341.77,2745.4258,170812.16,4442.226,21632.549,65797.945,6.7633787e-09,2.0345755e-08
15.539852,98152.11,3022.1045,3968.095,0.010574188,0.03883749,13.738292,134.0684,158702.38,2827.972,84659.05,4082.4246,69429.63,43020.703,1.0042055e-08,1.8220955e-08
