captive_time,div_time,div_time_dom,div_time_scot,mig_rate_captive,mig_rate_scot,mig_length_scot,pop_size_captive,pop_size_domestic_1,pop_size_lyb_1,pop_size_lyb_2,pop_size_scot_1,pop_size_eu_1,pop_size_eu_2,mutation_rate,recombination_rate
25.695908,66972.516,3042.548,4086.0125,0.059935786,0.04625138,12.129353,95.26192,89062,2925.0662,124847.7,2555.1145,27160.588,19086.293,1.91E-08,1.84E-08
47.988663,90549.54,5502.2285,2564.077,0.030194933,0.035288557,11.995028,95.40351,481625.34,5221.5757,99060.555,4098.0825,8349.9375,39685.277,1.28E-08,1.08E-08
24.416527,84865.38,2862.257,3308.7988,0.027797982,0.034669776,12.763093,39.91927,157429.2,3086.2437,86466.445,3284.9038,23977.365,28416.725,1.40E-08,1.53E-08
51.292244,109075.58,7032.7466,2178.2715,0.07740723,0.08795318,4.572801,48.85596,307349.06,7264.7285,138258.02,4931.4976,4854.838,43737.527,1.09E-08,1.39E-08
5.922591,105949.8,4768.9526,4583.3667,0.024229223,0.060933974,8.46268,209.21169,138798.08,4984.3916,118831.98,2251.9106,44894.28,31301.652,1.19E-08,1.67E-08
12.396241,95448.38,8879.286,3017.7336,0.011104489,0.031286538,17.62496,89.59178,165734.7,8752.82,84455.805,3677.504,12392.51,40363.047,1.16E-08,1.50E-08
18.074055,116431.35,4288.4634,3232.0706,0.019621326,0.05246234,8.133207,188.93005,172266,4165.843,119144.49,4030.5981,8326.518,50018.32,8.43E-09,1.90E-08
20.80618,80196.22,2841.5396,3218.0703,0.044199638,0.028325597,20.786573,44.07312,317025.53,2679.937,53181.25,1012.42535,29084.143,30883.678,1.56E-08,1.23E-08
21.764713,113990.164,4294.34,3842.0022,0.023714865,0.031181244,20.536547,64.75657,212744.48,4179.2886,138624.64,1315.3757,75166.56,34929.145,1.17E-08,2.01E-08
18.519331,72157.42,5618.953,3195.5828,0.036549248,0.0646813,7.413015,118.826416,128297.72,5407.834,167560.45,5431.2217,16440.08,19171.78,1.66E-08,1.84E-08
29.73601,94912.48,3849.2786,1876.2379,0.06334033,0.049275924,7.652908,99.00496,204380.81,3897.376,115361.68,2349.5276,1556.0687,49854.305,1.03E-08,1.53E-08
12.930676,75219.2,4164.2183,2402.313,0.015844192,0.031968504,16.65176,301.44403,212216,4096.8364,59249.316,1376.2104,33832.438,32368.996,1.49E-08,9.53E-09
20.545397,63215.156,3782.4194,2252.9893,0.4039726,0.05634718,7.282356,133.69853,152686.2,3498.7534,42138.09,1612.619,7951.6553,30622.89,1.49E-08,1.75E-08
16.883682,72289.664,5064.792,2466.1897,0.013725068,0.030258376,17.474586,168.84749,274673.47,4832.5225,57211.094,2427.0798,31857.256,28113.367,1.54E-08,1.18E-08
33.627518,59202.38,2083.2542,3601.453,0.06404086,0.042956024,13.837474,124.46045,127173.96,2128.2898,45634.28,1308.7252,46792.223,21009.824,1.99E-08,8.27E-09
13.445305,86489.3,4016.412,3566.4468,0.06661145,0.055819027,7.3047085,38.924088,169554.52,3808.433,56637.71,5769.3164,9988.011,39744.816,1.18E-08,2.08E-08
4.3547745,63952.02,1667.1732,3346.5154,0.21804395,0.13229802,3.3726778,77.277885,154927.44,1810.9656,93022.31,5481.66,5916.16,22522.502,1.70E-08,1.84E-08
13.430337,84460.234,6126.879,3845.5798,0.035927244,0.035845175,12.588449,87.3777,360200.28,5834.9185,81258.24,1944.5035,55753.676,28728.777,1.46E-08,9.18E-09
24.022757,150648.23,4200.158,4453.6523,0.03493414,0.041988958,12.764064,98.78606,357258.12,3715.7754,143693.62,6824.7827,17613.93,68007.52,6.35E-09,1.42E-08
15.236188,94359.516,3480.091,2113.324,0.1917106,0.07035434,5.314078,243.05936,325713.47,3869.1638,148180.17,1192.8711,8458.206,34817.69,1.25E-08,2.11E-08
15.717467,176198.88,2588.648,2922.4102,0.061879944,0.054150324,9.523939,346.498,233972.05,2412.0308,169594.14,1184.5813,68120.086,59789.293,6.44E-09,1.52E-08
40.95458,75845.45,7273.2134,3373.5442,0.052662432,0.06214748,6.351564,173.02164,504880.06,7520.417,92350.88,9972.678,2346.3838,47409.94,1.06E-08,6.93E-09
17.397,64422.812,7076.916,2657.5261,0.014968903,0.043313764,10.193894,104.66791,157803.03,7904.8677,89556.43,3441.9326,5443.2153,20114.82,1.78E-08,1.36E-08
17.026398,88008.62,5779.168,2165.44,0.02418458,0.039726414,12.186529,31.508373,166499.25,5587.085,91194.13,5434.662,1989.5808,44273.27,9.98E-09,2.34E-08
26.024664,122220.836,4710.4585,1624.5905,0.08637261,0.04615793,15.652939,125.46131,408102.38,5726.21,111540.04,1368.1886,50677.61,43220.01,1.05E-08,1.11E-08
14.093529,82466.9,3560.8835,1478.9738,0.07465294,0.043954976,18.374792,88.164024,266287.4,3123.8862,104188.69,1006.94977,16248.285,28674.006,1.46E-08,1.10E-08
18.924013,101785.64,4032.3513,3028.6753,0.031078557,0.036186267,13.406835,65.77123,237588.61,4099.5796,92072.734,2143.0947,52625.113,35562.46,1.10E-08,1.07E-08
40.744427,55061.836,3825.4656,2974.4875,0.0122768,0.035337616,12.384853,151.8354,163920.89,3938.1157,59938.41,2449.0532,73828.234,15594.024,2.21E-08,1.66E-08
21.547316,55758.508,2872.8203,3462.757,0.019282876,0.03161554,20.893772,99.51591,89940.73,3038.1956,74945.17,1818.4291,94258.06,19910.188,2.06E-08,1.34E-08
19.664577,137969.83,3468.3354,2989.8267,0.025236657,0.02735445,17.97087,76.560616,145587.1,3373.8918,161107.66,2429.3782,21422.92,39562.92,9.61E-09,1.51E-08
13.469947,95893.27,2819.1443,2592.6802,0.021400148,0.032282725,18.436571,318.63147,86826.23,2924.3853,84602.61,2715.349,9331.229,43525.9,1.10E-08,1.19E-08
57.97152,79589.5,5496.459,3445.9954,0.04083461,0.05145708,8.7224865,196.69743,428274.16,5855.348,73484.17,2972.0247,11169.083,26616.262,1.55E-08,1.32E-08
23.185078,71818.34,4524.3906,1905.5238,0.015569954,0.035341274,11.733227,396.75473,103160.93,4685.2886,97497.89,2598.9023,14889.249,19125.414,1.49E-08,1.19E-08
47.741505,85144.74,3948.9055,3553.3289,0.072145164,0.055535093,9.006337,56.465504,194687.42,3816.8508,104522.984,3604.0366,44938.96,25012.965,1.51E-08,6.56E-09
22.001396,88470.52,6386.1846,4261.8516,0.044339977,0.06435214,7.7417464,96.76598,355182.47,5965.3423,83233.31,2894.126,20585.25,32267.994,1.35E-08,1.31E-08
31.444033,108016.5,3370.2354,2840.774,0.041607935,0.025578704,26.430079,83.42028,175560.48,3127.0068,107736.56,2128.093,105727.94,45303.086,1.04E-08,1.47E-08
24.716356,87341.22,3214.7053,3068.084,0.025469253,0.035420854,15.938307,129.6565,147725.98,3602.6965,105835.484,3133.0066,23964.379,30919.516,1.37E-08,9.64E-09
16.383831,84514.22,3015.9324,2336.2512,0.04724438,0.08250923,6.80844,196.10118,203553.12,3013.4084,130356.65,1367.5684,13338.899,27615.47,1.47E-08,1.43E-08
45.739944,106986.17,3727.6687,2644.3647,0.037012007,0.044613086,17.024454,108.6036,404543.6,3880.9524,78884.92,4123.6084,10284.536,50362.23,9.33E-09,8.21E-09
46.213676,63336.504,6472.022,3679.9878,0.019117786,0.024444249,25.832073,76.61708,345085.28,5666.5073,55822.727,2677.4526,25611.406,23019.17,1.88E-08,1.12E-08
11.5406685,92977.164,6536.3013,3463.8867,0.022016019,0.05729471,8.603721,224.89093,359997.7,6340.658,76084.89,1706.0742,26540.803,37279.84,1.18E-08,1.01E-08
19.209372,224383.03,3611.3962,2437.1555,0.02871361,0.03983763,14.597959,112.38372,105785.734,4114.385,308066.8,922.91583,28138.447,65240.176,5.68E-09,1.26E-08
32.67005,127150.43,4012.576,3453.0254,0.038145203,0.040624153,12.902671,113.536385,343270.47,3981.8438,178539.56,3467.2046,57591.438,47828.15,9.16E-09,9.44E-09
55.80934,194868.53,3177.5586,2713.2744,0.04214986,0.041494504,18.703396,175.58156,277747.5,3212.955,256657.98,1551.2333,55095.98,64350.85,5.84E-09,1.38E-08
4.7979894,134342.84,4240.2354,3252.4534,0.054961797,0.06669342,6.749781,70.71728,283768.75,4344.5625,172291.31,1619.6263,40424.38,40803.25,9.68E-09,1.64E-08
26.098675,87987.64,3152.6804,3763.522,0.05310308,0.04542128,11.283438,156.10547,111451.47,2916.259,88258.25,1933.0428,8823.346,34392.76,1.18E-08,1.02E-08
11.632491,109646.695,2283.3652,3479.109,0.07576588,0.053610932,10.171572,70.117546,82903.36,2447.9546,173422.5,1258.8931,46961.297,28981.75,1.14E-08,2.84E-08
28.266489,91881.766,4547.4346,2741.3477,0.032058287,0.040902134,15.186122,103.0188,222268.36,4815.987,88143.68,1744.4252,27688.201,30474.049,1.38E-08,1.31E-08
15.842645,85302.34,5378.5786,4828.2607,0.014565178,0.031169252,16.747608,148.3359,109149.15,4932.9507,84183.125,2126.5825,17544.273,23374.936,1.55E-08,1.74E-08
43.277122,79120.74,4037.4888,4845.3374,0.058669813,0.039899226,13.32196,30.880869,181847,3934.9211,86017.23,5331.2744,20264.098,33250.312,1.33E-08,1.71E-08
17.348299,87493.29,3977.4753,3055.03,0.051246487,0.073059365,5.6818814,47.55978,118776.68,4566.3994,89600.414,4532.2593,13205.995,35538.457,1.30E-08,1.38E-08
7.7122293,82454.71,6544.921,3090.1428,0.04038413,0.07071383,6.4689026,52.466053,398751.34,5957.321,94202.516,1250.3466,80988.55,26457.256,1.57E-08,1.37E-08
9.903402,117949.516,2660.1086,3204.9492,0.006581829,0.029513473,19.786373,199.06352,177410.02,2746.652,118409.22,1861.5518,105430.305,38783.977,1.01E-08,1.78E-08
51.13944,156673.73,5041.6367,3871.3674,0.036251828,0.02508553,22.920563,100.3209,175854.73,4743.692,140978.45,3355.611,64480.78,60151.72,7.24E-09,1.29E-08
8.491442,170454.02,2590.8374,1455.6965,0.055943098,0.05888263,8.641941,32.644783,139503,2792.1055,220777.08,513.15247,46043.855,52500.25,7.09E-09,2.76E-08
4.590192,43699.168,4396.207,5367.372,0.022476658,0.056974396,11.390432,61.61395,158414.3,4244.471,85178.945,1662.4666,44226.17,9909.349,2.86E-08,7.57E-09
8.590678,111074.16,1501.6118,3465.0198,0.03423657,0.07509356,5.961758,60.20592,64379.203,1382.9604,116125.3,4096.8477,7942.015,45474.844,9.27E-09,1.10E-08
9.316706,77063.07,2830.8567,4864.7563,0.016531706,0.06347373,7.6069555,64.36984,159669.25,3076.64,114282.87,5116.437,20661.582,23369.518,1.47E-08,1.31E-08
21.257793,118088.836,5739.5605,3381.668,0.08828696,0.058554456,8.899324,44.66903,377391.94,5564.5815,150017.84,1243.5752,73018.3,32018.29,1.21E-08,1.65E-08
31.70044,70963.57,4981.74,2878.8152,0.06902455,0.023121748,20.285566,401.178,196165.34,4917.9053,80402.44,3256.631,4489.7896,41544.305,1.22E-08,2.02E-08
24.297539,91604.07,3402.024,2640.5215,0.026251124,0.03139055,25.004955,335.80212,214676.98,3278.0156,91029.99,1961.4075,156493.03,31343.111,1.48E-08,1.36E-08
15.13982,81746.44,5240.918,2033.4049,0.022308582,0.021070337,24.92856,70.828674,345798.2,5587.399,74085.32,1262.509,31109.162,28528.842,1.53E-08,8.97E-09
12.858884,83595.74,4235.119,6213.134,0.032972056,0.06712138,6.9839053,159.29205,256090.27,3989.9102,91256.87,4860.796,17004.104,26238.2,1.56E-08,1.71E-08
13.420247,123086.43,3562.1912,1796.2789,0.018090408,0.060084403,9.553683,106.187,378287.75,3715.0774,146741.14,1313.4541,19024.27,35939.24,9.93E-09,1.28E-08
48.463604,69348.195,5636.4497,2604.3162,0.037657585,0.06485968,4.8186646,199.81879,216773.38,5693.1416,77995.11,12285.077,1224.2458,68607.82,8.59E-09,1.12E-08
18.84988,112323.99,5016.6245,3207.5728,0.014653314,0.026184743,19.79704,87.73776,216905.72,4874.7227,137366.94,2820.4927,9604.067,43424.19,9.91E-09,9.23E-09
31.01405,66003.28,9544.871,3753.3098,0.07375466,0.04123721,13.414822,44.81031,425541.88,8582.191,54566.633,1888.3684,49204.46,24179.346,1.87E-08,1.37E-08
18.035385,175604.86,3848.5115,3177.083,0.019638577,0.06409953,9.282223,42.645004,91378.35,3839.83,144134.61,1722.0095,217248.55,64007.113,6.69E-09,1.65E-08
10.841694,74823.125,3838.519,3370.1484,0.024413588,0.04025814,12.305376,110.243706,104574.33,4065.5205,79473.38,4261.608,15823.455,23772.084,1.53E-08,1.15E-08
32.663498,98207.86,4095.7932,1574.7048,0.016002249,0.029129874,17.131392,159.72339,345364.78,4282.4556,86037.32,8116.6807,1873.8206,71691.27,7.35E-09,9.62E-09
17.33231,89990.92,4761.6406,2198.227,0.05751474,0.060566302,9.055996,166.36955,353894.9,5136.384,86877.336,638.10834,54281.277,28493.684,1.42E-08,1.51E-08
35.115818,299547.5,2629.9312,3023.809,0.04298529,0.05527679,9.041704,59.793304,289734.78,2789.2034,334020.9,3973.642,8244.5625,126516.85,3.43E-09,1.28E-08
27.400438,134269.83,2783.3562,2060.4026,0.013536607,0.029512094,19.941067,462.79175,84230.99,2781.3606,100176.64,2117.5444,55092.766,44892.742,8.45E-09,9.75E-09
11.4496765,118000.695,5048.767,1831.6349,0.09321844,0.07741963,5.870091,43.248394,254602.61,4636.788,88974.13,2174.443,20326.44,42965.914,1.06E-08,1.95E-08
50.798866,79811.74,3252.537,4184.6685,0.06255054,0.047930595,10.524177,39.987892,332699,2991.0188,61031.77,6602.0815,10738.99,40617.98,1.25E-08,1.69E-08
31.574741,110957.586,3283.7544,3787.3972,0.062157236,0.031724844,23.139458,181.63258,189109.5,3564.1584,157237.88,1903.327,225147.38,41173.43,1.01E-08,1.28E-08
24.511734,99157.06,3851.4043,4506.1587,0.018550737,0.02796878,19.955093,26.233942,90633.44,4105.7935,130008.77,5616.419,113061.45,37503.996,1.19E-08,1.31E-08
72.387794,89577.44,5600.272,3391.923,0.031050397,0.023923103,24.433216,60.82383,161120.72,5575.1196,60748.04,3381.207,62411.33,33892.38,1.26E-08,1.31E-08
10.84809,100267.35,2674.3938,2229.2188,0.013395311,0.0276627,16.746557,47.40874,115896.39,2704.8198,68224.69,1384.3242,33100.664,39041.336,1.12E-08,1.31E-08
29.922983,106443.73,4694.7573,1866.8036,0.043968823,0.05926831,10.6989565,420.18784,415098.72,4487.671,166929.95,468.16214,23463.893,28730.72,1.29E-08,1.72E-08
19.588114,98677.18,4966.5083,5212.804,0.062820464,0.04763668,10.697958,100.02194,279163.44,5012.7173,90909.664,3029.3452,56831.684,33928.99,1.18E-08,1.29E-08
19.188353,72097.234,4278.622,2159.6035,0.03959194,0.048135374,12.4695835,45.49483,516767.72,4270.673,44101.42,1783.9922,8376.801,32428.135,1.66E-08,1.37E-08
37.52724,78076.08,6038.1475,4016.6155,0.06775998,0.060621392,7.738419,148.23734,411853.84,6195.7383,101787,4318.736,36409.617,22039.852,1.67E-08,1.10E-08
32.47451,121219.414,3182.7026,2250.482,0.084173955,0.06370633,7.794322,52.26378,264024.97,3252.4128,92880.21,2049.565,8364.395,53791.72,9.22E-09,9.23E-09
34.407417,87898.41,4940.347,2589.022,0.050276227,0.04374194,19.177721,71.495316,316467,4978.7905,76608.69,1507.529,59617.402,29197.725,1.30E-08,1.17E-08
22.129623,71970.9,3513.5662,3348.4695,0.060597505,0.02973646,14.719286,136.67207,229111,3812.9976,59152.832,3004.9624,36144.3,26139.818,1.59E-08,1.37E-08
33.59183,128484.336,3432.135,3267.9275,0.15942599,0.059657272,6.8785048,73.27937,219790.11,3224.2664,138932.77,2650.4846,44443.707,40864.39,9.91E-09,7.82E-09
32.151,127266.17,5144.3354,4307.9707,0.05793466,0.036631923,12.826947,37.381237,319103,5731.466,147237.08,3902.1587,37317.4,49655.965,9.23E-09,1.41E-08
32.15537,84813.445,4544.3604,3263.9941,0.056275677,0.06326921,9.360724,82.21658,416498.47,4448.558,76756.99,2757.2012,49016.6,29518.494,1.44E-08,6.17E-09
23.350113,129854.26,2717.011,2974.0847,0.054729372,0.05991927,7.579685,69.90603,133571.47,2510.7139,105035.305,2679.4844,23100.252,60863.145,7.55E-09,8.00E-09
21.089624,109807.74,5831.425,2874.759,0.03967423,0.056549132,9.409297,53.379715,154394.7,5332.0723,115694.08,1747.7666,18720.879,35869.49,1.06E-08,1.66E-08
13.469792,57918.06,4332.791,4841.2495,0.015195606,0.052015934,8.367326,67.28951,297042.97,4376.7173,69542.7,8060.609,8532.264,24570.352,1.68E-08,9.90E-09
92.33435,91423.586,4255.658,2521.5588,0.04979291,0.024107981,19.337614,105.38743,311022.1,4560.672,81516.47,1864.5734,30456.502,31181.164,1.44E-08,9.94E-09
20.995161,76684.85,5528.865,2660.535,0.017679563,0.050024945,11.452499,241.10954,163880.72,5483.4854,61405.24,1578.3146,28494.227,24198.54,1.66E-08,1.42E-08
6.506207,131981.58,4960.861,2149.5498,0.027491786,0.08006212,7.0805817,125.268524,267504.6,4756.476,185547.7,1258.2275,6422.0537,57450.844,7.97E-09,1.44E-08
47.596478,107446.805,4700.5815,2644.0457,0.020860361,0.035326798,16.453356,58.49814,217439.25,4446.005,111860.69,4405.6753,24807.049,43063.3,1.04E-08,1.34E-08
36.836323,91507.234,3532.4211,2031.8289,0.04650047,0.03690802,10.517499,66.70953,123615.086,3889.6824,149434.25,1897.1356,25782.828,33871.984,1.17E-08,1.33E-08
11.046826,73448.03,1784.1403,1747.9716,0.015958767,0.044940352,12.697694,74.93792,108790.5,2282.279,130846.38,737.8948,7801.449,19473.523,1.83E-08,1.24E-08
32.2872,67330.32,3956.7917,2610.803,0.036383398,0.058642276,9.670181,150.51881,214146.98,4254.9277,91291.15,1739.8215,40147.215,20680.23,1.79E-08,1.38E-08
6.235872,80490.82,3252.013,3656.856,0.028370969,0.08712692,5.523944,100.17402,266488.34,3150.084,96408.15,5481.3784,15338.622,33643.477,1.34E-08,9.75E-09
27.074501,123690.086,3870.3557,1586.1565,0.04278897,0.044929896,11.885605,93.13583,471549.25,3836.909,135100.88,652.9389,35123.215,36650.594,1.15E-08,1.25E-08
27.248926,106847.484,7685.4736,3184.5574,0.055897582,0.06589713,7.1631284,27.968723,564900.44,7819.057,174521.67,3798.158,14548.668,30247.887,1.16E-08,1.53E-08
23.693335,88605.03,2414.204,1096.7722,0.029253874,0.02619589,19.635138,175.34236,99719.41,2410.045,135580.36,496.01984,7080.5205,23650.02,1.56E-08,1.25E-08
10.787611,118860.99,4659.431,2570.5515,0.05989573,0.08554628,5.9514046,60.138092,222964.06,4482.6743,107459.71,1266.023,30649.945,42070.312,9.49E-09,5.71E-09
22.981205,78934.9,3006.7024,2970.8672,0.055430472,0.04509997,9.9543495,48.764397,121401.63,3461.5452,84033.84,6132.38,3150.754,35138.06,1.21E-08,1.27E-08
17.98386,72354.64,5904.9146,4979.4697,0.026252197,0.062233213,8.930966,208.95634,448332.03,5203.2085,72313.94,3151.34,65593.16,25221.914,1.76E-08,1.40E-08
21.089262,76640.26,4398.547,2243.6995,0.052914456,0.025427077,19.991377,100.15075,148150.22,4254.315,94360.85,4047.3037,3114.4475,39137.477,1.30E-08,1.13E-08
25.29252,54647.2,3982.7969,1925.8833,0.05316065,0.040452953,9.184751,93.14325,81517.17,4255.118,57875.926,2647.6943,9442.914,16878.826,2.15E-08,1.99E-08
12.243279,115194.79,4173.72,2961.1848,0.03893953,0.030317256,17.76695,126.72514,217773.38,4007.0925,116971.58,1340.8972,53031.844,41711.203,9.67E-09,1.27E-08
31.86181,99325.9,3931.3726,3055.3096,0.030373937,0.04561144,10.920259,363.67712,429809.72,3616.4004,75691.19,1669.512,30347.11,38705.758,1.20E-08,1.68E-08
29.351276,149638.05,2278.2732,3770.786,0.04440577,0.05729222,11.467806,98.03707,69688.1,2475.6672,223921.28,1145.8969,19743.945,48749.945,7.86E-09,1.43E-08
67.11653,98026.9,7012.521,2072.8015,0.041210406,0.050687585,11.304918,120.27401,334951.72,7044.514,106759.086,2928.9016,4941.388,39672.45,1.22E-08,1.41E-08
28.389198,75721.72,4856.9404,3863.92,0.020076709,0.033044677,12.994823,77.88368,180023.11,4375.7446,65518.062,3126.6519,8440.189,35349.2,1.34E-08,1.22E-08
42.60998,134258.69,4956.3823,3612.5295,0.036385383,0.0495708,10.645579,217.50954,221387.25,5796.2285,177056.77,2020.6597,119338.836,48235.047,8.50E-09,1.33E-08
11.108685,72244.46,4758.785,5035.899,0.012792756,0.053603303,9.456778,74.71334,282367.16,3885.6187,79858.34,5964.029,46219.125,23161.512,1.67E-08,9.52E-09
42.02782,61321.96,2475.5632,2584.633,0.050606925,0.057651628,7.8894334,75.00255,108910.82,2414.5183,66145.125,1907.2308,48356.594,20204.258,1.87E-08,1.33E-08
18.003368,69725.99,3134.701,4246.682,0.01671323,0.035757087,15.148953,131.80383,78087.84,3342.2195,85415.81,3324.8713,24242.701,21745.447,1.66E-08,1.38E-08
9.877126,64371.97,6796.4893,2660.3418,0.02208383,0.050271366,10.596593,137.9519,477245.6,6570.237,67266.01,2870.0488,13544.563,23090.34,1.80E-08,1.07E-08
31.119139,65626.75,3871.7883,1921.6772,0.006528786,0.026185049,18.320742,60.99766,99845.78,4053.1516,90091.555,1924.6998,12427.282,20861.021,1.73E-08,8.11E-09
45.553474,119732.01,2049.78,2004.1262,0.12368464,0.06434129,6.2998943,27.984146,84771.31,2124.9688,154643.44,1406.3662,10998.104,30929.541,1.26E-08,1.69E-08
32.780693,133106.19,4072.241,4058.017,0.085146554,0.05176816,12.077707,38.269028,287117,3856.5205,151033.77,1109.4451,82497.266,39479.473,1.01E-08,1.23E-08
33.634426,122415.65,3818.733,2020.5559,0.030030213,0.017650189,33.037155,141.91473,218839.72,3947.9639,128634.016,1530.6772,66109.305,46471.45,9.99E-09,1.18E-08
19.611128,119745.484,5116.969,2315.4136,0.03430361,0.07512842,6.2517443,85.44078,222753.44,5375.5737,116396.61,3246.745,6271.947,52514.72,8.86E-09,1.64E-08
50.002026,86969.93,3198.6438,2189.4062,0.055457275,0.03554666,24.924322,110.927315,74837.62,3767.012,137865.25,1931.7051,5579.146,37178.367,1.27E-08,9.73E-09
29.196167,106774.25,5233.011,1938.9298,0.011611359,0.021311345,30.982244,77.90913,243500.67,5601.81,156913.58,1239.3799,22395.982,32354.059,1.36E-08,1.20E-08
15.641207,86938.25,4468.334,2840.056,0.07233379,0.06307479,6.465326,41.279823,238982.77,4015.5203,88011.23,3910.511,14806.935,33445.965,1.31E-08,1.16E-08
26.302984,124090.266,5910.6167,3679.7773,0.056496818,0.07282135,6.789989,87.21798,359022.25,6360.5776,188626.8,2360.9143,17201.408,40344.305,1.01E-08,9.69E-09
48.508595,138239.16,7985.175,3876.658,0.06856897,0.068390824,8.935959,120.15443,290027.8,8419.986,135074.84,2993.5725,29211.232,55483.793,8.17E-09,1.24E-08
11.923511,81359.74,3075.5515,3257.504,0.04056327,0.07956169,7.425576,202.85663,141110.81,2994.9148,74334.65,2565.1309,15651.37,30519.709,1.43E-08,1.16E-08
36.47649,141649.6,4372.0195,1538.9237,0.034210432,0.03579158,19.02772,135.0322,190940.77,4994.975,260590.38,804.9093,17394.102,43234.934,8.39E-09,1.16E-08
11.881456,71750.78,3573.235,1994.5051,0.022517463,0.0441417,9.466354,82.34296,141324.12,3993.5034,112201.195,1051.0759,82602.21,18024.154,1.85E-08,6.52E-09
11.161492,152989.38,3339.505,3634.251,0.03056448,0.035135236,12.139092,85.355316,209232.36,3282.533,149250.11,3327.3293,20414.307,66512.195,6.55E-09,1.45E-08
45.39659,87427.22,4544.0527,2334.553,0.032853488,0.03193213,21.041525,148.11961,212991.33,4885.981,88633.34,1853.0233,138334.9,38981.324,1.30E-08,1.42E-08
10.152657,100176.64,3088.6106,6360.814,0.032835815,0.047367517,9.255926,147.20393,156018.12,2929.5454,115964.83,3242.3389,58243.418,29072.441,1.25E-08,1.27E-08
16.143679,80472.63,2929.6235,2102.8396,0.08154873,0.055163853,7.551759,94.55497,98318.35,3536.8,70315.09,1711.0146,50440.242,28277.254,1.49E-08,2.19E-08
57.955704,156071.84,4564.4883,2034.5726,0.022814834,0.038235176,12.718442,144.55244,175292.3,4630.73,135462.23,1730.5579,17328.668,62587.156,6.85E-09,1.14E-08
26.477257,143506.42,2858.5625,3286.8875,0.010048837,0.03434519,15.502774,86.41064,79992.12,2887.5496,241552.97,2333.8618,48923.76,52579.715,7.88E-09,2.19E-08
27.347515,141407.45,4000.4143,1784.9138,0.019108163,0.028228395,18.26874,249.55278,251837.83,3924.854,130118.92,1223.0112,44059.09,54270.926,7.65E-09,1.43E-08
33.96363,178004.55,3204.6162,3740.2927,0.085784286,0.07983297,6.7502666,85.447914,441252.94,3566.5862,175429.78,2887.9324,19680.797,75511.44,5.94E-09,2.04E-08
16.895617,64709.508,4245.969,2987.1843,0.05790744,0.062452693,7.673938,309.22034,125481.42,4073.2588,49155.867,2358.2993,17531.094,23733.03,1.75E-08,1.01E-08
31.234903,91093.914,7753.8296,2510.2136,0.03508108,0.026840966,14.507292,79.99813,206503.45,7968.918,93528.81,1400.1481,31879.625,29914.652,1.30E-08,1.13E-08
20.312403,80156.69,2882.3289,4285.368,0.016350618,0.054763336,11.048508,151.55606,132466.94,2618.1943,86385.01,3751.3884,15370.515,28313.01,1.49E-08,1.15E-08
6.811188,130183.586,4042.374,4148.7505,0.007083082,0.043982282,12.261724,100.19101,246461.44,4282.202,112227.086,2592.3203,37040.414,43286.465,9.27E-09,1.27E-08
17.30429,98609.82,4351.1016,3545.6614,0.038864743,0.04921063,9.197967,118.727234,112323.45,4488.21,95525.43,9883.441,8275.252,40439.375,1.05E-08,1.63E-08
24.124887,106189.64,4086.0396,1597.0265,0.039462518,0.044958305,11.32021,141.06706,171403.2,4101.1675,86797.914,1430.6163,21593.33,43085.355,1.04E-08,1.26E-08
15.2860565,101741.195,3913.7642,3904.5037,0.040000036,0.06717012,6.725216,129.02896,132087.11,4061.8193,106151.67,7596.5723,6819.064,43496.81,9.83E-09,1.02E-08
30.668026,108865.35,1925.9622,3589.6162,0.1255657,0.06243093,8.411696,63.47174,238635.67,2018.0406,105570.66,2356.3513,52199.85,33688.94,1.08E-08,1.59E-08
18.02311,59761.07,5705.605,5393.747,0.051281,0.041953895,12.909785,316.78705,264158.72,5020.1855,73643.36,1973.9756,87184.02,17431.084,2.19E-08,1.04E-08
36.986053,82959.91,3850.6921,2186.9429,0.038485877,0.08217776,4.403934,81.75891,184085.16,3385.192,77947.45,4836.644,3687.2317,38088.82,1.24E-08,1.53E-08
18.820204,127570.31,3549.3694,4445.534,0.06816376,0.053110283,9.402538,89.36649,166393.22,3376.4478,99518.484,1963.8762,116715.52,42626.426,9.14E-09,1.62E-08
10.683304,163588.56,3444.415,2678.2466,0.025853273,0.04745738,12.8883095,113.11769,277215.84,3741.3914,174864.2,1732.0739,8559.452,69888.37,6.30E-09,1.36E-08
19.398642,132371.2,4408.6216,3339.161,0.09732948,0.050453905,12.6065235,89.19323,404091.7,4054.207,155104.25,1382.991,12618.337,52817.688,8.59E-09,1.53E-08
38.772667,78180.09,2740.9907,3433.2644,0.0207481,0.027134623,16.548887,90.73521,241226.77,3051.827,130857.74,5243.2026,5738.883,36810.848,1.30E-08,9.38E-09
19.320887,67122.016,4563.504,2206.5413,0.036292076,0.026019199,13.867763,124.95072,174081,5343.5366,94017.91,2936.2834,8458.085,23994.521,1.70E-08,1.61E-08
7.5698333,105292.15,3220.7842,2301.354,0.20938711,0.09059103,3.9288218,33.615288,101125.195,3508.7373,107562.95,3988.4756,6627.346,41379.066,1.00E-08,9.27E-09
19.604858,70054.46,4583.332,1860.9465,0.022367002,0.06870694,10.616765,79.03914,227081.45,4724.4995,138717.75,768.86584,14574.428,17810.156,1.98E-08,1.24E-08
